NSample,Dimension,Distribution,prob
42,480,Gaussian,0.965
42,480,GaussianBiased,0.9625
42,480,Bernoulli,0.975
42,480,Laplacian,0.9775
42,480,Radamacher,0.9675
42,490,Uniform,0.9825
42,490,Gaussian,0.9875
42,490,GaussianBiased,0.98
42,490,Bernoulli,0.9825
42,490,Laplacian,0.9875
42,490,Radamacher,0.98
42,500,Uniform,0.9725
42,500,Gaussian,0.975
42,500,GaussianBiased,0.9925
42,500,Bernoulli,0.985
42,500,Laplacian,0.9825
42,500,Radamacher,0.985
42,510,Uniform,0.985
42,510,Gaussian,0.99
42,510,GaussianBiased,0.99
42,510,Bernoulli,0.9875
42,510,Laplacian,0.99
42,510,Radamacher,0.99
42,520,Uniform,0.9825
42,520,Gaussian,0.985
42,520,GaussianBiased,0.9775
42,520,Bernoulli,0.9825
42,520,Laplacian,0.9825
42,520,Radamacher,0.9825
42,530,Uniform,0.99
42,530,Gaussian,0.9875
42,530,GaussianBiased,0.99
42,530,Bernoulli,0.995
42,530,Laplacian,0.9925
42,530,Radamacher,0.9925
42,540,Uniform,0.99
42,540,Gaussian,0.995
42,540,GaussianBiased,0.9975
42,540,Bernoulli,0.985
42,540,Laplacian,0.9775
42,540,Radamacher,0.99
42,550,Uniform,0.9925
42,550,Gaussian,0.9925
42,550,GaussianBiased,0.9975
42,550,Bernoulli,0.9925
42,550,Laplacian,0.9925
42,550,Radamacher,0.9825
42,560,Uniform,0.9925
42,560,Gaussian,0.9975
42,560,GaussianBiased,0.9925
42,560,Bernoulli,0.9975
42,560,Laplacian,0.995
42,560,Radamacher,0.9875
42,570,Uniform,0.995
42,570,Gaussian,0.9975
42,570,GaussianBiased,0.99
42,570,Bernoulli,0.9875
42,570,Laplacian,0.985
42,570,Radamacher,0.995
42,580,Uniform,0.9975
42,580,Gaussian,0.9925
42,580,GaussianBiased,0.995
42,580,Bernoulli,0.9925
42,580,Laplacian,0.99
42,580,Radamacher,0.99
42,590,Uniform,0.9925
42,590,Gaussian,0.995
42,590,GaussianBiased,0.9925
42,590,Bernoulli,0.995
42,590,Laplacian,0.99
42,590,Radamacher,1.0
42,600,Uniform,0.9975
42,600,Gaussian,0.995
42,600,GaussianBiased,0.9925
42,600,Bernoulli,0.9975
42,600,Laplacian,0.9875
42,600,Radamacher,0.9975
42,610,Uniform,0.9975
42,610,Gaussian,1.0
42,610,GaussianBiased,0.995
42,610,Bernoulli,0.9925
42,610,Laplacian,0.995
42,610,Radamacher,1.0
42,620,Uniform,1.0
42,620,Gaussian,0.9825
42,620,GaussianBiased,0.9975
42,620,Bernoulli,1.0
42,620,Laplacian,0.995
42,620,Radamacher,0.995
42,630,Uniform,1.0
42,630,Gaussian,0.9975
42,630,GaussianBiased,0.9975
42,630,Bernoulli,0.9925
42,630,Laplacian,1.0
42,630,Radamacher,0.9975
42,640,Uniform,1.0
42,640,Gaussian,1.0
42,640,GaussianBiased,0.9925
42,640,Bernoulli,0.9975
42,640,Laplacian,0.9925
42,640,Radamacher,0.9975
42,650,Uniform,0.9975
42,650,Gaussian,0.99
42,650,GaussianBiased,0.9975
42,650,Bernoulli,1.0
42,650,Laplacian,1.0
42,650,Radamacher,0.9975
42,660,Uniform,0.9975
42,660,Gaussian,0.9975
42,660,GaussianBiased,1.0
42,660,Bernoulli,1.0
42,660,Laplacian,0.995
42,660,Radamacher,0.9975
42,670,Uniform,0.9975
42,670,Gaussian,0.9975
42,670,GaussianBiased,0.9975
42,670,Bernoulli,0.995
42,670,Laplacian,0.995
42,670,Radamacher,0.9975
42,680,Uniform,1.0
42,680,Gaussian,0.9975
42,680,GaussianBiased,1.0
42,680,Bernoulli,1.0
42,680,Laplacian,0.995
42,680,Radamacher,0.995
42,690,Uniform,1.0
42,690,Gaussian,0.9975
42,690,GaussianBiased,1.0
42,690,Bernoulli,0.995
42,690,Laplacian,0.995
42,690,Radamacher,1.0
42,700,Uniform,1.0
42,700,Gaussian,1.0
42,700,GaussianBiased,1.0
42,700,Bernoulli,0.9975
42,700,Laplacian,1.0
42,700,Radamacher,1.0
42,710,Uniform,0.9925
42,710,Gaussian,1.0
42,710,GaussianBiased,1.0
42,710,Bernoulli,0.9975
42,710,Laplacian,0.9975
42,710,Radamacher,1.0
42,720,Uniform,1.0
